Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
124,36,0.290322581,1,3,2,0,6
129,32,0.248062016,1,3,2,0,6
126,22,0.174603175,1,3,2,0,6
128,37,0.2890625,1,3,2,0,6
127,38,0.299212598,1,3,2,0,6
126,27,0.214285714,1,3,2,0,6
123,41,0.333333333,1,3,2,0,6
122,24,0.196721311,1,3,2,0,6
124,25,0.201612903,1,3,2,0,6
124,6,0.048387097,1,3,2,0,6
124,28,0.225806452,1,3,2,0,6
125,35,0.28,1,3,2,0,6
122,21,0.172131148,1,3,2,0,6
123,36,0.292682927,1,3,2,0,6
125,37,0.296,1,3,2,0,6
130,24,0.184615385,1,3,2,0,6
121,47,0.388429752,1,3,2,0,6
123,5,0.040650407,1,3,2,0,6
124,17,0.137096774,1,3,2,0,6
124,26,0.209677419,1,3,2,0,6
127,27,0.212598425,1,3,2,0,6
122,42,0.344262295,1,3,2,0,6
123,18,0.146341463,1,3,2,0,6
121,10,0.082644628,1,3,2,0,6
122,23,0.18852459,1,3,2,0,6
124,36,0.290322581,1,3,2,0,6
128,22,0.171875,1,3,2,0,6
118,32,0.271186441,1,3,2,0,6
122,35,0.286885246,1,3,2,0,6
121,15,0.123966942,1,3,2,0,6
123,21,0.170731707,1,3,2,0,6
132,36,0.272727273,1,3,2,0,6
119,35,0.294117647,1,3,2,0,6
124,20,0.161290323,1,3,2,0,6
124,20,0.161290323,1,3,2,0,6
122,19,0.155737705,1,3,2,0,6
126,30,0.238095238,1,3,2,0,6
128,24,0.1875,1,3,2,0,6
120,26,0.216666667,1,3,2,0,6
123,40,0.325203252,1,3,2,0,6
126,20,0.158730159,1,3,2,0,6
121,29,0.239669421,1,3,2,0,6
121,25,0.20661157,1,3,2,0,6
120,26,0.216666667,1,3,2,0,6
125,26,0.208,1,3,2,0,6
125,28,0.224,1,3,2,0,6
122,33,0.270491803,1,3,2,0,6
120,27,0.225,1,3,2,0,6
121,30,0.247933884,1,3,2,0,6
126,24,0.19047619,1,3,2,0,6
123,44,0.357723577,1,3,2,0,6
120,29,0.241666667,1,3,2,0,6
126,13,0.103174603,1,3,2,0,6
125,31,0.248,1,3,2,0,6
