Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
129,13,0.100775194,0,1,3,1,2
126,23,0.182539683,0,1,3,1,2
125,43,0.344,0,1,3,1,2
127,18,0.141732283,0,1,3,1,2
122,34,0.278688525,0,1,3,1,2
127,17,0.133858268,0,1,3,1,2
127,49,0.385826772,0,1,3,1,2
123,27,0.219512195,0,1,3,1,2
126,23,0.182539683,0,1,3,1,2
130,22,0.169230769,0,1,3,1,2
124,38,0.306451613,0,1,3,1,2
126,38,0.301587302,0,1,3,1,2
130,12,0.092307692,0,1,3,1,2
124,20,0.161290323,0,1,3,1,2
120,15,0.125,0,1,3,1,2
125,51,0.408,0,1,3,1,2
128,28,0.21875,0,1,3,1,2
125,19,0.152,0,1,3,1,2
127,14,0.11023622,0,1,3,1,2
119,38,0.319327731,0,1,3,1,2
125,16,0.128,0,1,3,1,2
123,16,0.130081301,0,1,3,1,2
130,32,0.246153846,0,1,3,1,2
126,27,0.214285714,0,1,3,1,2
127,19,0.149606299,0,1,3,1,2
126,20,0.158730159,0,1,3,1,2
122,10,0.081967213,0,1,3,1,2
122,40,0.327868852,0,1,3,1,2
128,22,0.171875,0,1,3,1,2
125,35,0.28,0,1,3,1,2
123,11,0.089430894,0,1,3,1,2
129,17,0.131782946,0,1,3,1,2
133,0,0,0,1,3,1,2
123,14,0.113821138,0,1,3,1,2
131,47,0.358778626,0,1,3,1,2
129,19,0.147286822,0,1,3,1,2
125,16,0.128,0,1,3,1,2
121,37,0.305785124,0,1,3,1,2
121,33,0.272727273,0,1,3,1,2
126,30,0.238095238,0,1,3,1,2
124,30,0.241935484,0,1,3,1,2
128,19,0.1484375,0,1,3,1,2
130,22,0.169230769,0,1,3,1,2
129,40,0.310077519,0,1,3,1,2
126,11,0.087301587,0,1,3,1,2
129,15,0.11627907,0,1,3,1,2
124,27,0.217741935,0,1,3,1,2
127,20,0.157480315,0,1,3,1,2
127,30,0.236220472,0,1,3,1,2
129,28,0.217054264,0,1,3,1,2
131,40,0.305343511,0,1,3,1,2
134,20,0.149253731,0,1,3,1,2
132,29,0.21969697,0,1,3,1,2
125,15,0.12,0,1,3,1,2
129,34,0.263565891,0,1,3,1,2
127,16,0.125984252,0,1,3,1,2
124,18,0.14516129,0,1,3,1,2
129,27,0.209302326,0,1,3,1,2
130,27,0.207692308,0,1,3,1,2
127,18,0.141732283,0,1,3,1,2
124,20,0.161290323,0,1,3,1,2
