Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
125,0,0,0,3,1,0,4
121,6,0.049586777,0,3,1,0,4
124,32,0.258064516,0,3,1,0,4
127,43,0.338582677,0,3,1,0,4
128,18,0.140625,0,3,1,0,4
126,19,0.150793651,0,3,1,0,4
127,27,0.212598425,0,3,1,0,4
119,22,0.18487395,0,3,1,0,4
126,19,0.150793651,0,3,1,0,4
132,53,0.401515152,0,3,1,0,4
122,14,0.114754098,0,3,1,0,4
125,38,0.304,0,3,1,0,4
124,29,0.233870968,0,3,1,0,4
128,17,0.1328125,0,3,1,0,4
129,48,0.372093023,0,3,1,0,4
126,14,0.111111111,0,3,1,0,4
124,28,0.225806452,0,3,1,0,4
128,38,0.296875,0,3,1,0,4
127,22,0.173228346,0,3,1,0,4
130,18,0.138461538,0,3,1,0,4
129,32,0.248062016,0,3,1,0,4
128,28,0.21875,0,3,1,0,4
123,8,0.06504065,0,3,1,0,4
125,11,0.088,0,3,1,0,4
129,21,0.162790698,0,3,1,0,4
123,16,0.130081301,0,3,1,0,4
126,33,0.261904762,0,3,1,0,4
128,21,0.1640625,0,3,1,0,4
128,22,0.171875,0,3,1,0,4
124,41,0.330645161,0,3,1,0,4
125,33,0.264,0,3,1,0,4
122,39,0.319672131,0,3,1,0,4
127,14,0.11023622,0,3,1,0,4
129,29,0.224806202,0,3,1,0,4
125,20,0.16,0,3,1,0,4
125,38,0.304,0,3,1,0,4
127,29,0.228346457,0,3,1,0,4
121,16,0.132231405,0,3,1,0,4
125,37,0.296,0,3,1,0,4
126,21,0.166666667,0,3,1,0,4
124,36,0.290322581,0,3,1,0,4
129,38,0.294573643,0,3,1,0,4
120,27,0.225,0,3,1,0,4
119,43,0.361344538,0,3,1,0,4
126,47,0.373015873,0,3,1,0,4
127,8,0.062992126,0,3,1,0,4
129,36,0.279069767,0,3,1,0,4
121,29,0.239669421,0,3,1,0,4
125,31,0.248,0,3,1,0,4
121,16,0.132231405,0,3,1,0,4
131,30,0.229007634,0,3,1,0,4
129,33,0.255813953,0,3,1,0,4
124,24,0.193548387,0,3,1,0,4
128,45,0.3515625,0,3,1,0,4
125,21,0.168,0,3,1,0,4
124,18,0.14516129,0,3,1,0,4
126,30,0.238095238,0,3,1,0,4
125,29,0.232,0,3,1,0,4
125,27,0.216,0,3,1,0,4
126,23,0.182539683,0,3,1,0,4
126,13,0.103174603,0,3,1,0,4
125,28,0.224,0,3,1,0,4
123,23,0.18699187,0,3,1,0,4
126,25,0.198412698,0,3,1,0,4
128,48,0.375,0,3,1,0,4
127,15,0.118110236,0,3,1,0,4
131,30,0.229007634,0,3,1,0,4
127,37,0.291338583,0,3,1,0,4
129,25,0.19379845,0,3,1,0,4
125,39,0.312,0,3,1,0,4
128,6,0.046875,0,3,1,0,4
129,20,0.15503876,0,3,1,0,4
127,30,0.236220472,0,3,1,0,4
123,36,0.292682927,0,3,1,0,4
127,29,0.228346457,0,3,1,0,4
125,6,0.048,0,3,1,0,4
124,26,0.209677419,0,3,1,0,4
122,18,0.147540984,0,3,1,0,4
121,25,0.20661157,0,3,1,0,4
128,13,0.1015625,0,3,1,0,4
125,30,0.24,0,3,1,0,4
122,6,0.049180328,0,3,1,0,4
120,31,0.258333333,0,3,1,0,4
127,21,0.165354331,0,3,1,0,4
123,38,0.308943089,0,3,1,0,4
119,15,0.12605042,0,3,1,0,4
124,18,0.14516129,0,3,1,0,4
