Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
121,10,0.082644628,0,4,2,1,6
131,14,0.106870229,0,4,2,1,6
124,16,0.129032258,0,4,2,1,6
131,14,0.106870229,0,4,2,1,6
123,19,0.154471545,0,4,2,1,6
123,10,0.081300813,0,4,2,1,6
120,14,0.116666667,0,4,2,1,6
128,12,0.09375,0,4,2,1,6
124,26,0.209677419,0,4,2,1,6
123,15,0.12195122,0,4,2,1,6
114,13,0.114035088,0,4,2,1,6
127,13,0.102362205,0,4,2,1,6
125,22,0.176,0,4,2,1,6
121,7,0.05785124,0,4,2,1,6
125,22,0.176,0,4,2,1,6
121,19,0.157024793,0,4,2,1,6
123,16,0.130081301,0,4,2,1,6
124,15,0.120967742,0,4,2,1,6
118,20,0.169491525,0,4,2,1,6
128,22,0.171875,0,4,2,1,6
122,18,0.147540984,0,4,2,1,6
124,9,0.072580645,0,4,2,1,6
122,12,0.098360656,0,4,2,1,6
121,12,0.099173554,0,4,2,1,6
127,16,0.125984252,0,4,2,1,6
125,26,0.208,0,4,2,1,6
126,17,0.134920635,0,4,2,1,6
126,15,0.119047619,0,4,2,1,6
126,13,0.103174603,0,4,2,1,6
122,11,0.090163934,0,4,2,1,6
117,14,0.11965812,0,4,2,1,6
126,18,0.142857143,0,4,2,1,6
127,13,0.102362205,0,4,2,1,6
126,8,0.063492063,0,4,2,1,6
125,11,0.088,0,4,2,1,6
126,12,0.095238095,0,4,2,1,6
120,18,0.15,0,4,2,1,6
126,12,0.095238095,0,4,2,1,6
124,14,0.112903226,0,4,2,1,6
128,16,0.125,0,4,2,1,6
124,12,0.096774194,0,4,2,1,6
128,16,0.125,0,4,2,1,6
123,12,0.097560976,0,4,2,1,6
123,12,0.097560976,0,4,2,1,6
125,14,0.112,0,4,2,1,6
120,17,0.141666667,0,4,2,1,6
121,14,0.115702479,0,4,2,1,6
124,13,0.10483871,0,4,2,1,6
130,8,0.061538462,0,4,2,1,6
126,11,0.087301587,0,4,2,1,6
124,13,0.10483871,0,4,2,1,6
120,16,0.133333333,0,4,2,1,6
131,20,0.152671756,0,4,2,1,6
125,25,0.2,0,4,2,1,6
127,14,0.11023622,0,4,2,1,6
125,25,0.2,0,4,2,1,6
123,20,0.162601626,0,4,2,1,6
117,33,0.282051282,0,4,2,1,6
123,21,0.170731707,0,4,2,1,6
126,16,0.126984127,0,4,2,1,6
127,17,0.133858268,0,4,2,1,6
127,22,0.173228346,0,4,2,1,6
125,24,0.192,0,4,2,1,6
126,17,0.134920635,0,4,2,1,6
117,12,0.102564103,0,4,2,1,6
122,22,0.180327869,0,4,2,1,6
125,20,0.16,0,4,2,1,6
122,21,0.172131148,0,4,2,1,6
126,19,0.150793651,0,4,2,1,6
127,11,0.086614173,0,4,2,1,6
122,12,0.098360656,0,4,2,1,6
123,20,0.162601626,0,4,2,1,6
125,15,0.12,0,4,2,1,6
119,12,0.100840336,0,4,2,1,6
126,14,0.111111111,0,4,2,1,6
126,17,0.134920635,0,4,2,1,6
124,11,0.088709677,0,4,2,1,6
126,10,0.079365079,0,4,2,1,6
121,14,0.115702479,0,4,2,1,6
125,11,0.088,0,4,2,1,6
121,20,0.165289256,0,4,2,1,6
126,26,0.206349206,0,4,2,1,6
125,10,0.08,0,4,2,1,6
123,18,0.146341463,0,4,2,1,6
121,15,0.123966942,0,4,2,1,6
124,16,0.129032258,0,4,2,1,6
121,20,0.165289256,0,4,2,1,6
122,6,0.049180328,0,4,2,1,6
121,21,0.173553719,0,4,2,1,6
123,20,0.162601626,0,4,2,1,6
127,16,0.125984252,0,4,2,1,6
127,28,0.220472441,0,4,2,1,6
126,17,0.134920635,0,4,2,1,6
127,18,0.141732283,0,4,2,1,6
122,13,0.106557377,0,4,2,1,6
123,11,0.089430894,0,4,2,1,6
127,17,0.133858268,0,4,2,1,6
124,15,0.120967742,0,4,2,1,6
122,14,0.114754098,0,4,2,1,6
121,12,0.099173554,0,4,2,1,6
119,14,0.117647059,0,4,2,1,6
