Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
121,36,0.297520661,1,1,1,0,6
119,24,0.201680672,1,1,1,0,6
123,48,0.390243902,1,1,1,0,6
119,37,0.31092437,1,1,1,0,6
122,33,0.270491803,1,1,1,0,6
121,35,0.289256198,1,1,1,0,6
130,36,0.276923077,1,1,1,0,6
125,25,0.2,1,1,1,0,6
119,37,0.31092437,1,1,1,0,6
117,20,0.170940171,1,1,1,0,6
127,34,0.267716535,1,1,1,0,6
122,5,0.040983607,1,1,1,0,6
124,27,0.217741935,1,1,1,0,6
117,53,0.452991453,1,1,1,0,6
121,42,0.347107438,1,1,1,0,6
128,45,0.3515625,1,1,1,0,6
125,28,0.224,1,1,1,0,6
123,31,0.25203252,1,1,1,0,6
126,25,0.198412698,1,1,1,0,6
121,33,0.272727273,1,1,1,0,6
119,26,0.218487395,1,1,1,0,6
124,44,0.35483871,1,1,1,0,6
121,37,0.305785124,1,1,1,0,6
126,23,0.182539683,1,1,1,0,6
126,39,0.30952381,1,1,1,0,6
120,59,0.491666667,1,1,1,0,6
122,21,0.172131148,1,1,1,0,6
119,30,0.25210084,1,1,1,0,6
118,38,0.322033898,1,1,1,0,6
125,53,0.424,1,1,1,0,6
125,20,0.16,1,1,1,0,6
121,26,0.214876033,1,1,1,0,6
126,36,0.285714286,1,1,1,0,6
122,33,0.270491803,1,1,1,0,6
122,43,0.352459016,1,1,1,0,6
120,26,0.216666667,1,1,1,0,6
120,28,0.233333333,1,1,1,0,6
118,25,0.211864407,1,1,1,0,6
122,26,0.213114754,1,1,1,0,6
120,50,0.416666667,1,1,1,0,6
119,24,0.201680672,1,1,1,0,6
126,3,0.023809524,1,1,1,0,6
124,46,0.370967742,1,1,1,0,6
120,44,0.366666667,1,1,1,0,6
123,56,0.455284553,1,1,1,0,6
120,40,0.333333333,1,1,1,0,6
127,42,0.330708661,1,1,1,0,6
125,37,0.296,1,1,1,0,6
124,53,0.427419355,1,1,1,0,6
123,36,0.292682927,1,1,1,0,6
118,27,0.228813559,1,1,1,0,6
124,37,0.298387097,1,1,1,0,6
119,12,0.100840336,1,1,1,0,6
125,36,0.288,1,1,1,0,6
126,32,0.253968254,1,1,1,0,6
132,52,0.393939394,1,1,1,0,6
119,30,0.25210084,1,1,1,0,6
118,27,0.228813559,1,1,1,0,6
121,17,0.140495868,1,1,1,0,6
123,23,0.18699187,1,1,1,0,6
119,61,0.512605042,1,1,1,0,6
124,45,0.362903226,1,1,1,0,6
122,30,0.245901639,1,1,1,0,6
118,31,0.262711864,1,1,1,0,6
120,20,0.166666667,1,1,1,0,6
122,66,0.540983607,1,1,1,0,6
123,2,0.016260163,1,1,1,0,6
122,50,0.409836066,1,1,1,0,6
120,42,0.35,1,1,1,0,6
128,41,0.3203125,1,1,1,0,6
124,34,0.274193548,1,1,1,0,6
120,52,0.433333333,1,1,1,0,6
124,20,0.161290323,1,1,1,0,6
123,41,0.333333333,1,1,1,0,6
122,33,0.270491803,1,1,1,0,6
124,32,0.258064516,1,1,1,0,6
121,23,0.190082645,1,1,1,0,6
127,41,0.322834646,1,1,1,0,6
123,28,0.227642276,1,1,1,0,6
129,46,0.356589147,1,1,1,0,6
120,41,0.341666667,1,1,1,0,6
122,37,0.303278689,1,1,1,0,6
123,25,0.203252033,1,1,1,0,6
122,55,0.450819672,1,1,1,0,6
121,36,0.297520661,1,1,1,0,6
