Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
124,7,0.056451613,0,1,1,0,6
126,12,0.095238095,0,1,1,0,6
128,15,0.1171875,0,1,1,0,6
123,56,0.455284553,0,1,1,0,6
125,50,0.4,0,1,1,0,6
120,47,0.391666667,0,1,1,0,6
124,39,0.314516129,0,1,1,0,6
123,7,0.056910569,0,1,1,0,6
122,66,0.540983607,0,1,1,0,6
128,34,0.265625,0,1,1,0,6
124,34,0.274193548,0,1,1,0,6
125,42,0.336,0,1,1,0,6
123,61,0.495934959,0,1,1,0,6
127,38,0.299212598,0,1,1,0,6
126,32,0.253968254,0,1,1,0,6
124,27,0.217741935,0,1,1,0,6
130,24,0.184615385,0,1,1,0,6
125,42,0.336,0,1,1,0,6
127,36,0.283464567,0,1,1,0,6
125,33,0.264,0,1,1,0,6
126,43,0.341269841,0,1,1,0,6
129,49,0.379844961,0,1,1,0,6
128,55,0.4296875,0,1,1,0,6
128,33,0.2578125,0,1,1,0,6
129,64,0.496124031,0,1,1,0,6
127,36,0.283464567,0,1,1,0,6
130,40,0.307692308,0,1,1,0,6
128,38,0.296875,0,1,1,0,6
124,26,0.209677419,0,1,1,0,6
125,62,0.496,0,1,1,0,6
127,34,0.267716535,0,1,1,0,6
125,28,0.224,0,1,1,0,6
127,53,0.417322835,0,1,1,0,6
126,37,0.293650794,0,1,1,0,6
126,32,0.253968254,0,1,1,0,6
127,63,0.496062992,0,1,1,0,6
127,59,0.464566929,0,1,1,0,6
125,57,0.456,0,1,1,0,6
125,24,0.192,0,1,1,0,6
132,36,0.272727273,0,1,1,0,6
129,32,0.248062016,0,1,1,0,6
123,32,0.260162602,0,1,1,0,6
129,29,0.224806202,0,1,1,0,6
121,34,0.280991736,0,1,1,0,6
128,33,0.2578125,0,1,1,0,6
128,34,0.265625,0,1,1,0,6
127,40,0.31496063,0,1,1,0,6
126,51,0.404761905,0,1,1,0,6
127,42,0.330708661,0,1,1,0,6
122,25,0.204918033,0,1,1,0,6
123,39,0.317073171,0,1,1,0,6
123,19,0.154471545,0,1,1,0,6
