Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
121,20,0.165289256,1,1,2,0,2
127,41,0.322834646,1,1,2,0,2
122,43,0.352459016,1,1,2,0,2
118,53,0.449152542,1,1,2,0,2
121,45,0.371900826,1,1,2,0,2
123,26,0.211382114,1,1,2,0,2
123,34,0.276422764,1,1,2,0,2
121,39,0.32231405,1,1,2,0,2
121,39,0.32231405,1,1,2,0,2
127,60,0.472440945,1,1,2,0,2
119,44,0.369747899,1,1,2,0,2
125,30,0.24,1,1,2,0,2
121,48,0.396694215,1,1,2,0,2
126,40,0.317460317,1,1,2,0,2
121,41,0.338842975,1,1,2,0,2
127,31,0.244094488,1,1,2,0,2
122,51,0.418032787,1,1,2,0,2
122,48,0.393442623,1,1,2,0,2
125,34,0.272,1,1,2,0,2
123,57,0.463414634,1,1,2,0,2
123,43,0.349593496,1,1,2,0,2
123,57,0.463414634,1,1,2,0,2
125,36,0.288,1,1,2,0,2
126,53,0.420634921,1,1,2,0,2
118,37,0.313559322,1,1,2,0,2
127,71,0.559055118,1,1,2,0,2
120,45,0.375,1,1,2,0,2
129,39,0.302325581,1,1,2,0,2
124,41,0.330645161,1,1,2,0,2
126,44,0.349206349,1,1,2,0,2
122,44,0.360655738,1,1,2,0,2
121,27,0.223140496,1,1,2,0,2
125,49,0.392,1,1,2,0,2
127,52,0.409448819,1,1,2,0,2
122,40,0.327868852,1,1,2,0,2
126,51,0.404761905,1,1,2,0,2
124,44,0.35483871,1,1,2,0,2
122,34,0.278688525,1,1,2,0,2
125,12,0.096,1,1,2,0,2
122,20,0.163934426,1,1,2,0,2
123,50,0.406504065,1,1,2,0,2
126,82,0.650793651,1,1,2,0,2
124,35,0.282258065,1,1,2,0,2
126,38,0.301587302,1,1,2,0,2
125,28,0.224,1,1,2,0,2
118,28,0.237288136,1,1,2,0,2
126,41,0.325396825,1,1,2,0,2
120,52,0.433333333,1,1,2,0,2
125,48,0.384,1,1,2,0,2
122,45,0.368852459,1,1,2,0,2
125,44,0.352,1,1,2,0,2
122,41,0.336065574,1,1,2,0,2
126,40,0.317460317,1,1,2,0,2
117,39,0.333333333,1,1,2,0,2
127,29,0.228346457,1,1,2,0,2
123,35,0.284552846,1,1,2,0,2
128,28,0.21875,1,1,2,0,2
123,37,0.300813008,1,1,2,0,2
124,42,0.338709677,1,1,2,0,2
117,23,0.196581197,1,1,2,0,2
127,50,0.393700787,1,1,2,0,2
120,47,0.391666667,1,1,2,0,2
119,41,0.344537815,1,1,2,0,2
127,53,0.417322835,1,1,2,0,2
123,59,0.479674797,1,1,2,0,2
125,24,0.192,1,1,2,0,2
