Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
123,17,0.138211382,0,2,3,0,2
124,15,0.120967742,0,2,3,0,2
126,42,0.333333333,0,2,3,0,2
121,32,0.26446281,0,2,3,0,2
130,33,0.253846154,0,2,3,0,2
123,17,0.138211382,0,2,3,0,2
126,25,0.198412698,0,2,3,0,2
128,40,0.3125,0,2,3,0,2
124,2,0.016129032,0,2,3,0,2
122,16,0.131147541,0,2,3,0,2
130,45,0.346153846,0,2,3,0,2
124,33,0.266129032,0,2,3,0,2
131,27,0.20610687,0,2,3,0,2
124,41,0.330645161,0,2,3,0,2
133,50,0.37593985,0,2,3,0,2
125,16,0.128,0,2,3,0,2
121,8,0.066115702,0,2,3,0,2
124,10,0.080645161,0,2,3,0,2
126,44,0.349206349,0,2,3,0,2
124,26,0.209677419,0,2,3,0,2
125,16,0.128,0,2,3,0,2
124,31,0.25,0,2,3,0,2
124,29,0.233870968,0,2,3,0,2
126,23,0.182539683,0,2,3,0,2
125,29,0.232,0,2,3,0,2
122,49,0.401639344,0,2,3,0,2
129,36,0.279069767,0,2,3,0,2
122,26,0.213114754,0,2,3,0,2
126,30,0.238095238,0,2,3,0,2
128,15,0.1171875,0,2,3,0,2
124,15,0.120967742,0,2,3,0,2
126,36,0.285714286,0,2,3,0,2
122,42,0.344262295,0,2,3,0,2
125,32,0.256,0,2,3,0,2
121,44,0.363636364,0,2,3,0,2
122,40,0.327868852,0,2,3,0,2
126,23,0.182539683,0,2,3,0,2
129,21,0.162790698,0,2,3,0,2
126,26,0.206349206,0,2,3,0,2
122,51,0.418032787,0,2,3,0,2
130,35,0.269230769,0,2,3,0,2
123,43,0.349593496,0,2,3,0,2
126,27,0.214285714,0,2,3,0,2
126,14,0.111111111,0,2,3,0,2
119,23,0.193277311,0,2,3,0,2
124,27,0.217741935,0,2,3,0,2
127,40,0.31496063,0,2,3,0,2
127,32,0.251968504,0,2,3,0,2
126,31,0.246031746,0,2,3,0,2
124,22,0.177419355,0,2,3,0,2
123,3,0.024390244,0,2,3,0,2
120,16,0.133333333,0,2,3,0,2
127,30,0.236220472,0,2,3,0,2
126,38,0.301587302,0,2,3,0,2
122,35,0.286885246,0,2,3,0,2
126,17,0.134920635,0,2,3,0,2
123,30,0.243902439,0,2,3,0,2
123,23,0.18699187,0,2,3,0,2
121,15,0.123966942,0,2,3,0,2
127,39,0.307086614,0,2,3,0,2
127,35,0.275590551,0,2,3,0,2
128,24,0.1875,0,2,3,0,2
124,44,0.35483871,0,2,3,0,2
128,37,0.2890625,0,2,3,0,2
124,22,0.177419355,0,2,3,0,2
122,41,0.336065574,0,2,3,0,2
121,37,0.305785124,0,2,3,0,2
126,16,0.126984127,0,2,3,0,2
126,43,0.341269841,0,2,3,0,2
128,45,0.3515625,0,2,3,0,2
130,31,0.238461538,0,2,3,0,2
125,18,0.144,0,2,3,0,2
128,35,0.2734375,0,2,3,0,2
127,25,0.196850394,0,2,3,0,2
129,50,0.387596899,0,2,3,0,2
121,29,0.239669421,0,2,3,0,2
122,16,0.131147541,0,2,3,0,2
121,34,0.280991736,0,2,3,0,2
124,20,0.161290323,0,2,3,0,2
122,31,0.254098361,0,2,3,0,2
128,45,0.3515625,0,2,3,0,2
129,12,0.093023256,0,2,3,0,2
126,58,0.46031746,0,2,3,0,2
122,46,0.37704918,0,2,3,0,2
130,34,0.261538462,0,2,3,0,2
121,34,0.280991736,0,2,3,0,2
126,51,0.404761905,0,2,3,0,2
125,12,0.096,0,2,3,0,2
121,21,0.173553719,0,2,3,0,2
124,26,0.209677419,0,2,3,0,2
120,26,0.216666667,0,2,3,0,2
123,46,0.37398374,0,2,3,0,2
122,46,0.37704918,0,2,3,0,2
122,29,0.237704918,0,2,3,0,2
123,29,0.235772358,0,2,3,0,2
120,34,0.283333333,0,2,3,0,2
125,37,0.296,0,2,3,0,2
128,33,0.2578125,0,2,3,0,2
121,32,0.26446281,0,2,3,0,2
122,17,0.139344262,0,2,3,0,2
128,27,0.2109375,0,2,3,0,2
124,32,0.258064516,0,2,3,0,2
124,35,0.282258065,0,2,3,0,2
123,24,0.195121951,0,2,3,0,2
128,39,0.3046875,0,2,3,0,2
123,32,0.260162602,0,2,3,0,2
125,37,0.296,0,2,3,0,2
117,24,0.205128205,0,2,3,0,2
121,24,0.198347107,0,2,3,0,2
128,34,0.265625,0,2,3,0,2
124,41,0.330645161,0,2,3,0,2
122,18,0.147540984,0,2,3,0,2
130,50,0.384615385,0,2,3,0,2
127,39,0.307086614,0,2,3,0,2
120,39,0.325,0,2,3,0,2
128,43,0.3359375,0,2,3,0,2
130,16,0.123076923,0,2,3,0,2
128,43,0.3359375,0,2,3,0,2
130,33,0.253846154,0,2,3,0,2
129,18,0.139534884,0,2,3,0,2
126,26,0.206349206,0,2,3,0,2
120,33,0.275,0,2,3,0,2
125,31,0.248,0,2,3,0,2
123,20,0.162601626,0,2,3,0,2
127,28,0.220472441,0,2,3,0,2
127,28,0.220472441,0,2,3,0,2
122,37,0.303278689,0,2,3,0,2
123,46,0.37398374,0,2,3,0,2
122,33,0.270491803,0,2,3,0,2
130,33,0.253846154,0,2,3,0,2
124,62,0.5,0,2,3,0,2
123,22,0.178861789,0,2,3,0,2
124,34,0.274193548,0,2,3,0,2
128,36,0.28125,0,2,3,0,2
126,12,0.095238095,0,2,3,0,2
125,47,0.376,0,2,3,0,2
127,34,0.267716535,0,2,3,0,2
128,26,0.203125,0,2,3,0,2
126,29,0.23015873,0,2,3,0,2
127,13,0.102362205,0,2,3,0,2
129,31,0.240310078,0,2,3,0,2
124,19,0.153225806,0,2,3,0,2
124,34,0.274193548,0,2,3,0,2
122,29,0.237704918,0,2,3,0,2
125,26,0.208,0,2,3,0,2
