Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
129,18,0.139534884,1,2,1,0,2
130,37,0.284615385,1,2,1,0,2
128,34,0.265625,1,2,1,0,2
125,34,0.272,1,2,1,0,2
126,31,0.246031746,1,2,1,0,2
125,55,0.44,1,2,1,0,2
129,45,0.348837209,1,2,1,0,2
120,35,0.291666667,1,2,1,0,2
126,35,0.277777778,1,2,1,0,2
127,49,0.385826772,1,2,1,0,2
126,30,0.238095238,1,2,1,0,2
123,25,0.203252033,1,2,1,0,2
130,37,0.284615385,1,2,1,0,2
132,36,0.272727273,1,2,1,0,2
126,13,0.103174603,1,2,1,0,2
126,47,0.373015873,1,2,1,0,2
129,3,0.023255814,1,2,1,0,2
128,28,0.21875,1,2,1,0,2
123,40,0.325203252,1,2,1,0,2
124,38,0.306451613,1,2,1,0,2
125,43,0.344,1,2,1,0,2
126,48,0.380952381,1,2,1,0,2
133,32,0.240601504,1,2,1,0,2
129,18,0.139534884,1,2,1,0,2
130,24,0.184615385,1,2,1,0,2
125,48,0.384,1,2,1,0,2
127,41,0.322834646,1,2,1,0,2
126,47,0.373015873,1,2,1,0,2
120,36,0.3,1,2,1,0,2
125,23,0.184,1,2,1,0,2
127,33,0.25984252,1,2,1,0,2
123,54,0.43902439,1,2,1,0,2
129,50,0.387596899,1,2,1,0,2
126,27,0.214285714,1,2,1,0,2
122,40,0.327868852,1,2,1,0,2
130,56,0.430769231,1,2,1,0,2
125,29,0.232,1,2,1,0,2
126,25,0.198412698,1,2,1,0,2
132,81,0.613636364,1,2,1,0,2
127,15,0.118110236,1,2,1,0,2
126,46,0.365079365,1,2,1,0,2
130,50,0.384615385,1,2,1,0,2
130,18,0.138461538,1,2,1,0,2
123,29,0.235772358,1,2,1,0,2
127,39,0.307086614,1,2,1,0,2
122,32,0.262295082,1,2,1,0,2
128,4,0.03125,1,2,1,0,2
125,36,0.288,1,2,1,0,2
126,35,0.277777778,1,2,1,0,2
124,38,0.306451613,1,2,1,0,2
124,21,0.169354839,1,2,1,0,2
126,29,0.23015873,1,2,1,0,2
125,39,0.312,1,2,1,0,2
126,25,0.198412698,1,2,1,0,2
125,43,0.344,1,2,1,0,2
124,26,0.209677419,1,2,1,0,2
124,32,0.258064516,1,2,1,0,2
126,59,0.468253968,1,2,1,0,2
128,27,0.2109375,1,2,1,0,2
132,18,0.136363636,1,2,1,0,2
126,41,0.325396825,1,2,1,0,2
128,17,0.1328125,1,2,1,0,2
125,33,0.264,1,2,1,0,2
130,48,0.369230769,1,2,1,0,2
130,51,0.392307692,1,2,1,0,2
124,47,0.379032258,1,2,1,0,2
132,28,0.212121212,1,2,1,0,2
127,68,0.535433071,1,2,1,0,2
128,40,0.3125,1,2,1,0,2
130,20,0.153846154,1,2,1,0,2
129,28,0.217054264,1,2,1,0,2
128,27,0.2109375,1,2,1,0,2
129,15,0.11627907,1,2,1,0,2
127,39,0.307086614,1,2,1,0,2
128,65,0.5078125,1,2,1,0,2
133,36,0.270676692,1,2,1,0,2
125,34,0.272,1,2,1,0,2
129,31,0.240310078,1,2,1,0,2
126,34,0.26984127,1,2,1,0,2
129,37,0.286821705,1,2,1,0,2
120,16,0.133333333,1,2,1,0,2
126,49,0.388888889,1,2,1,0,2
126,31,0.246031746,1,2,1,0,2
126,42,0.333333333,1,2,1,0,2
132,33,0.25,1,2,1,0,2
129,57,0.441860465,1,2,1,0,2
124,46,0.370967742,1,2,1,0,2
127,23,0.181102362,1,2,1,0,2
127,12,0.094488189,1,2,1,0,2
136,54,0.397058824,1,2,1,0,2
123,56,0.455284553,1,2,1,0,2
129,36,0.279069767,1,2,1,0,2
130,36,0.276923077,1,2,1,0,2
121,17,0.140495868,1,2,1,0,2
126,20,0.158730159,1,2,1,0,2
129,57,0.441860465,1,2,1,0,2
131,20,0.152671756,1,2,1,0,2
124,10,0.080645161,1,2,1,0,2
129,21,0.162790698,1,2,1,0,2
125,34,0.272,1,2,1,0,2
124,38,0.306451613,1,2,1,0,2
124,33,0.266129032,1,2,1,0,2
128,52,0.40625,1,2,1,0,2
125,36,0.288,1,2,1,0,2
126,29,0.23015873,1,2,1,0,2
124,35,0.282258065,1,2,1,0,2
130,35,0.269230769,1,2,1,0,2
122,30,0.245901639,1,2,1,0,2
129,42,0.325581395,1,2,1,0,2
131,29,0.221374046,1,2,1,0,2
130,57,0.438461538,1,2,1,0,2
128,42,0.328125,1,2,1,0,2
130,29,0.223076923,1,2,1,0,2
120,42,0.35,1,2,1,0,2
