Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
125,13,0.104,0,1,3,0,4
125,15,0.12,0,1,3,0,4
121,71,0.58677686,0,1,3,0,4
127,31,0.244094488,0,1,3,0,4
131,54,0.41221374,0,1,3,0,4
130,62,0.476923077,0,1,3,0,4
123,56,0.455284553,0,1,3,0,4
124,36,0.290322581,0,1,3,0,4
125,33,0.264,0,1,3,0,4
130,37,0.284615385,0,1,3,0,4
120,18,0.15,0,1,3,0,4
125,33,0.264,0,1,3,0,4
127,76,0.598425197,0,1,3,0,4
126,22,0.174603175,0,1,3,0,4
125,57,0.456,0,1,3,0,4
127,45,0.354330709,0,1,3,0,4
122,40,0.327868852,0,1,3,0,4
122,32,0.262295082,0,1,3,0,4
126,33,0.261904762,0,1,3,0,4
128,29,0.2265625,0,1,3,0,4
126,35,0.277777778,0,1,3,0,4
127,59,0.464566929,0,1,3,0,4
122,34,0.278688525,0,1,3,0,4
126,39,0.30952381,0,1,3,0,4
125,40,0.32,0,1,3,0,4
120,38,0.316666667,0,1,3,0,4
126,36,0.285714286,0,1,3,0,4
124,2,0.016129032,0,1,3,0,4
124,36,0.290322581,0,1,3,0,4
123,30,0.243902439,0,1,3,0,4
125,27,0.216,0,1,3,0,4
124,51,0.411290323,0,1,3,0,4
125,42,0.336,0,1,3,0,4
126,49,0.388888889,0,1,3,0,4
127,62,0.488188976,0,1,3,0,4
131,33,0.251908397,0,1,3,0,4
124,51,0.411290323,0,1,3,0,4
128,17,0.1328125,0,1,3,0,4
125,56,0.448,0,1,3,0,4
124,17,0.137096774,0,1,3,0,4
124,35,0.282258065,0,1,3,0,4
125,34,0.272,0,1,3,0,4
128,48,0.375,0,1,3,0,4
127,23,0.181102362,0,1,3,0,4
125,56,0.448,0,1,3,0,4
130,39,0.3,0,1,3,0,4
124,70,0.564516129,0,1,3,0,4
117,31,0.264957265,0,1,3,0,4
126,34,0.26984127,0,1,3,0,4
129,41,0.317829457,0,1,3,0,4
126,45,0.357142857,0,1,3,0,4
128,36,0.28125,0,1,3,0,4
122,39,0.319672131,0,1,3,0,4
131,11,0.083969466,0,1,3,0,4
126,46,0.365079365,0,1,3,0,4
129,33,0.255813953,0,1,3,0,4
129,58,0.449612403,0,1,3,0,4
124,21,0.169354839,0,1,3,0,4
129,43,0.333333333,0,1,3,0,4
130,19,0.146153846,0,1,3,0,4
119,42,0.352941176,0,1,3,0,4
130,32,0.246153846,0,1,3,0,4
128,26,0.203125,0,1,3,0,4
122,48,0.393442623,0,1,3,0,4
121,58,0.479338843,0,1,3,0,4
126,35,0.277777778,0,1,3,0,4
125,44,0.352,0,1,3,0,4
128,6,0.046875,0,1,3,0,4
125,43,0.344,0,1,3,0,4
123,33,0.268292683,0,1,3,0,4
124,30,0.241935484,0,1,3,0,4
129,1,0.007751938,0,1,3,0,4
127,30,0.236220472,0,1,3,0,4
129,49,0.379844961,0,1,3,0,4
129,67,0.519379845,0,1,3,0,4
125,57,0.456,0,1,3,0,4
117,26,0.222222222,0,1,3,0,4
129,56,0.434108527,0,1,3,0,4
129,51,0.395348837,0,1,3,0,4
123,29,0.235772358,0,1,3,0,4
128,56,0.4375,0,1,3,0,4
124,57,0.459677419,0,1,3,0,4
126,39,0.30952381,0,1,3,0,4
128,69,0.5390625,0,1,3,0,4
125,41,0.328,0,1,3,0,4
132,41,0.310606061,0,1,3,0,4
125,61,0.488,0,1,3,0,4
124,44,0.35483871,0,1,3,0,4
121,30,0.247933884,0,1,3,0,4
126,38,0.301587302,0,1,3,0,4
129,41,0.317829457,0,1,3,0,4
129,57,0.441860465,0,1,3,0,4
126,40,0.317460317,0,1,3,0,4
127,66,0.519685039,0,1,3,0,4
128,30,0.234375,0,1,3,0,4
127,4,0.031496063,0,1,3,0,4
130,30,0.230769231,0,1,3,0,4
127,22,0.173228346,0,1,3,0,4
129,21,0.162790698,0,1,3,0,4
130,29,0.223076923,0,1,3,0,4
125,25,0.2,0,1,3,0,4
127,48,0.377952756,0,1,3,0,4
127,20,0.157480315,0,1,3,0,4
130,49,0.376923077,0,1,3,0,4
123,8,0.06504065,0,1,3,0,4
125,29,0.232,0,1,3,0,4
119,29,0.243697479,0,1,3,0,4
132,47,0.356060606,0,1,3,0,4
126,62,0.492063492,0,1,3,0,4
126,48,0.380952381,0,1,3,0,4
125,44,0.352,0,1,3,0,4
125,49,0.392,0,1,3,0,4
127,31,0.244094488,0,1,3,0,4
125,16,0.128,0,1,3,0,4
125,20,0.16,0,1,3,0,4
122,33,0.270491803,0,1,3,0,4
119,20,0.168067227,0,1,3,0,4
128,55,0.4296875,0,1,3,0,4
120,36,0.3,0,1,3,0,4
126,43,0.341269841,0,1,3,0,4
126,12,0.095238095,0,1,3,0,4
120,59,0.491666667,0,1,3,0,4
124,16,0.129032258,0,1,3,0,4
125,26,0.208,0,1,3,0,4
125,14,0.112,0,1,3,0,4
125,47,0.376,0,1,3,0,4
120,45,0.375,0,1,3,0,4
129,21,0.162790698,0,1,3,0,4
124,58,0.467741935,0,1,3,0,4
123,20,0.162601626,0,1,3,0,4
125,31,0.248,0,1,3,0,4
123,35,0.284552846,0,1,3,0,4
127,61,0.480314961,0,1,3,0,4
122,31,0.254098361,0,1,3,0,4
124,47,0.379032258,0,1,3,0,4
126,40,0.317460317,0,1,3,0,4
128,41,0.3203125,0,1,3,0,4
124,44,0.35483871,0,1,3,0,4
122,45,0.368852459,0,1,3,0,4
123,29,0.235772358,0,1,3,0,4
130,47,0.361538462,0,1,3,0,4
131,13,0.099236641,0,1,3,0,4
126,1,0.007936508,0,1,3,0,4
126,44,0.349206349,0,1,3,0,4
132,31,0.234848485,0,1,3,0,4
124,34,0.274193548,0,1,3,0,4
126,40,0.317460317,0,1,3,0,4
129,43,0.333333333,0,1,3,0,4
124,45,0.362903226,0,1,3,0,4
121,66,0.545454545,0,1,3,0,4
130,43,0.330769231,0,1,3,0,4
130,19,0.146153846,0,1,3,0,4
131,45,0.34351145,0,1,3,0,4
129,29,0.224806202,0,1,3,0,4
137,42,0.306569343,0,1,3,0,4
127,40,0.31496063,0,1,3,0,4
130,31,0.238461538,0,1,3,0,4
127,41,0.322834646,0,1,3,0,4
126,34,0.26984127,0,1,3,0,4
125,45,0.36,0,1,3,0,4
120,46,0.383333333,0,1,3,0,4
124,4,0.032258065,0,1,3,0,4
128,56,0.4375,0,1,3,0,4
121,41,0.338842975,0,1,3,0,4
130,34,0.261538462,0,1,3,0,4
127,32,0.251968504,0,1,3,0,4
127,37,0.291338583,0,1,3,0,4
129,9,0.069767442,0,1,3,0,4
125,33,0.264,0,1,3,0,4
124,54,0.435483871,0,1,3,0,4
128,40,0.3125,0,1,3,0,4
127,50,0.393700787,0,1,3,0,4
126,72,0.571428571,0,1,3,0,4
131,66,0.503816794,0,1,3,0,4
132,36,0.272727273,0,1,3,0,4
128,51,0.3984375,0,1,3,0,4
130,54,0.415384615,0,1,3,0,4
122,45,0.368852459,0,1,3,0,4
126,49,0.388888889,0,1,3,0,4
127,40,0.31496063,0,1,3,0,4
126,35,0.277777778,0,1,3,0,4
129,39,0.302325581,0,1,3,0,4
127,36,0.283464567,0,1,3,0,4
124,39,0.314516129,0,1,3,0,4
126,32,0.253968254,0,1,3,0,4
126,44,0.349206349,0,1,3,0,4
124,28,0.225806452,0,1,3,0,4
125,34,0.272,0,1,3,0,4
126,56,0.444444444,0,1,3,0,4
128,51,0.3984375,0,1,3,0,4
128,55,0.4296875,0,1,3,0,4
127,38,0.299212598,0,1,3,0,4
123,11,0.089430894,0,1,3,0,4
123,22,0.178861789,0,1,3,0,4
129,44,0.341085271,0,1,3,0,4
122,29,0.237704918,0,1,3,0,4
124,49,0.39516129,0,1,3,0,4
125,37,0.296,0,1,3,0,4
127,38,0.299212598,0,1,3,0,4
128,34,0.265625,0,1,3,0,4
124,54,0.435483871,0,1,3,0,4
128,38,0.296875,0,1,3,0,4
125,37,0.296,0,1,3,0,4
126,62,0.492063492,0,1,3,0,4
131,31,0.236641221,0,1,3,0,4
121,56,0.462809917,0,1,3,0,4
122,35,0.286885246,0,1,3,0,4
129,44,0.341085271,0,1,3,0,4
120,41,0.341666667,0,1,3,0,4
127,59,0.464566929,0,1,3,0,4
121,74,0.611570248,0,1,3,0,4
131,15,0.114503817,0,1,3,0,4
129,42,0.325581395,0,1,3,0,4
126,56,0.444444444,0,1,3,0,4
118,6,0.050847458,0,1,3,0,4
124,36,0.290322581,0,1,3,0,4
129,41,0.317829457,0,1,3,0,4
126,34,0.26984127,0,1,3,0,4
129,48,0.372093023,0,1,3,0,4
129,49,0.379844961,0,1,3,0,4
129,28,0.217054264,0,1,3,0,4
128,38,0.296875,0,1,3,0,4
127,37,0.291338583,0,1,3,0,4
126,51,0.404761905,0,1,3,0,4
123,56,0.455284553,0,1,3,0,4
125,48,0.384,0,1,3,0,4
130,27,0.207692308,0,1,3,0,4
127,55,0.433070866,0,1,3,0,4
120,30,0.25,0,1,3,0,4
124,20,0.161290323,0,1,3,0,4
130,46,0.353846154,0,1,3,0,4
128,44,0.34375,0,1,3,0,4
128,29,0.2265625,0,1,3,0,4
