Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
119,22,0.18487395,0,1,3,1,6
131,34,0.259541985,0,1,3,1,6
126,50,0.396825397,0,1,3,1,6
119,34,0.285714286,0,1,3,1,6
127,66,0.519685039,0,1,3,1,6
121,32,0.26446281,0,1,3,1,6
128,52,0.40625,0,1,3,1,6
126,28,0.222222222,0,1,3,1,6
124,50,0.403225806,0,1,3,1,6
124,43,0.346774194,0,1,3,1,6
125,29,0.232,0,1,3,1,6
126,41,0.325396825,0,1,3,1,6
126,23,0.182539683,0,1,3,1,6
125,55,0.44,0,1,3,1,6
121,40,0.330578512,0,1,3,1,6
122,34,0.278688525,0,1,3,1,6
121,27,0.223140496,0,1,3,1,6
124,31,0.25,0,1,3,1,6
127,47,0.37007874,0,1,3,1,6
126,40,0.317460317,0,1,3,1,6
117,23,0.196581197,0,1,3,1,6
127,49,0.385826772,0,1,3,1,6
125,29,0.232,0,1,3,1,6
126,38,0.301587302,0,1,3,1,6
122,59,0.483606557,0,1,3,1,6
127,54,0.42519685,0,1,3,1,6
123,36,0.292682927,0,1,3,1,6
124,34,0.274193548,0,1,3,1,6
126,28,0.222222222,0,1,3,1,6
123,61,0.495934959,0,1,3,1,6
127,16,0.125984252,0,1,3,1,6
121,50,0.41322314,0,1,3,1,6
121,12,0.099173554,0,1,3,1,6
125,31,0.248,0,1,3,1,6
124,73,0.588709677,0,1,3,1,6
124,26,0.209677419,0,1,3,1,6
127,43,0.338582677,0,1,3,1,6
124,49,0.39516129,0,1,3,1,6
127,21,0.165354331,0,1,3,1,6
119,16,0.134453782,0,1,3,1,6
123,13,0.105691057,0,1,3,1,6
122,34,0.278688525,0,1,3,1,6
125,52,0.416,0,1,3,1,6
122,26,0.213114754,0,1,3,1,6
119,21,0.176470588,0,1,3,1,6
126,35,0.277777778,0,1,3,1,6
128,32,0.25,0,1,3,1,6
123,68,0.552845528,0,1,3,1,6
122,25,0.204918033,0,1,3,1,6
126,43,0.341269841,0,1,3,1,6
125,33,0.264,0,1,3,1,6
126,37,0.293650794,0,1,3,1,6
124,25,0.201612903,0,1,3,1,6
127,43,0.338582677,0,1,3,1,6
122,11,0.090163934,0,1,3,1,6
121,4,0.033057851,0,1,3,1,6
128,50,0.390625,0,1,3,1,6
126,31,0.246031746,0,1,3,1,6
124,47,0.379032258,0,1,3,1,6
126,63,0.5,0,1,3,1,6
125,32,0.256,0,1,3,1,6
127,45,0.354330709,0,1,3,1,6
123,29,0.235772358,0,1,3,1,6
124,24,0.193548387,0,1,3,1,6
121,12,0.099173554,0,1,3,1,6
129,33,0.255813953,0,1,3,1,6
129,56,0.434108527,0,1,3,1,6
124,28,0.225806452,0,1,3,1,6
120,26,0.216666667,0,1,3,1,6
128,30,0.234375,0,1,3,1,6
120,34,0.283333333,0,1,3,1,6
126,24,0.19047619,0,1,3,1,6
125,10,0.08,0,1,3,1,6
124,25,0.201612903,0,1,3,1,6
124,31,0.25,0,1,3,1,6
125,40,0.32,0,1,3,1,6
122,47,0.385245902,0,1,3,1,6
126,29,0.23015873,0,1,3,1,6
119,37,0.31092437,0,1,3,1,6
123,39,0.317073171,0,1,3,1,6
124,10,0.080645161,0,1,3,1,6
128,7,0.0546875,0,1,3,1,6
