Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
129,8,0.062015504,0,4,1,1,6
127,11,0.086614173,0,4,1,1,6
121,10,0.082644628,0,4,1,1,6
127,12,0.094488189,0,4,1,1,6
124,14,0.112903226,0,4,1,1,6
125,12,0.096,0,4,1,1,6
125,11,0.088,0,4,1,1,6
121,14,0.115702479,0,4,1,1,6
127,12,0.094488189,0,4,1,1,6
123,22,0.178861789,0,4,1,1,6
122,17,0.139344262,0,4,1,1,6
127,18,0.141732283,0,4,1,1,6
124,14,0.112903226,0,4,1,1,6
127,23,0.181102362,0,4,1,1,6
123,8,0.06504065,0,4,1,1,6
122,20,0.163934426,0,4,1,1,6
131,25,0.190839695,0,4,1,1,6
126,18,0.142857143,0,4,1,1,6
122,16,0.131147541,0,4,1,1,6
132,15,0.113636364,0,4,1,1,6
129,25,0.19379845,0,4,1,1,6
127,11,0.086614173,0,4,1,1,6
124,14,0.112903226,0,4,1,1,6
125,24,0.192,0,4,1,1,6
127,14,0.11023622,0,4,1,1,6
128,10,0.078125,0,4,1,1,6
122,29,0.237704918,0,4,1,1,6
134,12,0.089552239,0,4,1,1,6
128,22,0.171875,0,4,1,1,6
126,20,0.158730159,0,4,1,1,6
123,27,0.219512195,0,4,1,1,6
132,12,0.090909091,0,4,1,1,6
130,15,0.115384615,0,4,1,1,6
131,14,0.106870229,0,4,1,1,6
130,8,0.061538462,0,4,1,1,6
125,28,0.224,0,4,1,1,6
128,16,0.125,0,4,1,1,6
127,4,0.031496063,0,4,1,1,6
132,17,0.128787879,0,4,1,1,6
123,13,0.105691057,0,4,1,1,6
124,18,0.14516129,0,4,1,1,6
126,14,0.111111111,0,4,1,1,6
123,31,0.25203252,0,4,1,1,6
126,15,0.119047619,0,4,1,1,6
126,14,0.111111111,0,4,1,1,6
122,18,0.147540984,0,4,1,1,6
120,10,0.083333333,0,4,1,1,6
127,16,0.125984252,0,4,1,1,6
126,23,0.182539683,0,4,1,1,6
120,17,0.141666667,0,4,1,1,6
126,14,0.111111111,0,4,1,1,6
130,13,0.1,0,4,1,1,6
126,12,0.095238095,0,4,1,1,6
126,27,0.214285714,0,4,1,1,6
121,10,0.082644628,0,4,1,1,6
126,18,0.142857143,0,4,1,1,6
128,12,0.09375,0,4,1,1,6
127,12,0.094488189,0,4,1,1,6
127,26,0.204724409,0,4,1,1,6
120,9,0.075,0,4,1,1,6
128,16,0.125,0,4,1,1,6
130,21,0.161538462,0,4,1,1,6
125,18,0.144,0,4,1,1,6
124,16,0.129032258,0,4,1,1,6
130,17,0.130769231,0,4,1,1,6
121,23,0.190082645,0,4,1,1,6
125,15,0.12,0,4,1,1,6
126,20,0.158730159,0,4,1,1,6
123,14,0.113821138,0,4,1,1,6
131,22,0.167938931,0,4,1,1,6
129,19,0.147286822,0,4,1,1,6
123,26,0.211382114,0,4,1,1,6
128,14,0.109375,0,4,1,1,6
128,17,0.1328125,0,4,1,1,6
131,13,0.099236641,0,4,1,1,6
128,21,0.1640625,0,4,1,1,6
122,11,0.090163934,0,4,1,1,6
124,16,0.129032258,0,4,1,1,6
128,24,0.1875,0,4,1,1,6
128,22,0.171875,0,4,1,1,6
130,16,0.123076923,0,4,1,1,6
118,23,0.194915254,0,4,1,1,6
123,16,0.130081301,0,4,1,1,6
122,10,0.081967213,0,4,1,1,6
121,14,0.115702479,0,4,1,1,6
124,14,0.112903226,0,4,1,1,6
123,18,0.146341463,0,4,1,1,6
127,17,0.133858268,0,4,1,1,6
121,17,0.140495868,0,4,1,1,6
121,15,0.123966942,0,4,1,1,6
122,15,0.12295082,0,4,1,1,6
127,20,0.157480315,0,4,1,1,6
124,21,0.169354839,0,4,1,1,6
122,11,0.090163934,0,4,1,1,6
126,27,0.214285714,0,4,1,1,6
129,18,0.139534884,0,4,1,1,6
128,29,0.2265625,0,4,1,1,6
130,31,0.238461538,0,4,1,1,6
123,16,0.130081301,0,4,1,1,6
129,14,0.108527132,0,4,1,1,6
127,25,0.196850394,0,4,1,1,6
129,14,0.108527132,0,4,1,1,6
123,14,0.113821138,0,4,1,1,6
131,27,0.20610687,0,4,1,1,6
127,14,0.11023622,0,4,1,1,6
120,22,0.183333333,0,4,1,1,6
127,10,0.078740157,0,4,1,1,6
132,18,0.136363636,0,4,1,1,6
128,24,0.1875,0,4,1,1,6
123,15,0.12195122,0,4,1,1,6
123,15,0.12195122,0,4,1,1,6
122,13,0.106557377,0,4,1,1,6
125,17,0.136,0,4,1,1,6
126,20,0.158730159,0,4,1,1,6
123,21,0.170731707,0,4,1,1,6
125,19,0.152,0,4,1,1,6
130,16,0.123076923,0,4,1,1,6
127,18,0.141732283,0,4,1,1,6
121,0,0,0,4,1,1,6
121,22,0.181818182,0,4,1,1,6
128,20,0.15625,0,4,1,1,6
123,12,0.097560976,0,4,1,1,6
127,13,0.102362205,0,4,1,1,6
124,12,0.096774194,0,4,1,1,6
122,12,0.098360656,0,4,1,1,6
121,15,0.123966942,0,4,1,1,6
135,12,0.088888889,0,4,1,1,6
128,14,0.109375,0,4,1,1,6
126,15,0.119047619,0,4,1,1,6
128,16,0.125,0,4,1,1,6
126,18,0.142857143,0,4,1,1,6
121,13,0.107438017,0,4,1,1,6
121,20,0.165289256,0,4,1,1,6
125,19,0.152,0,4,1,1,6
132,6,0.045454545,0,4,1,1,6
121,0,0,0,4,1,1,6
125,23,0.184,0,4,1,1,6
125,19,0.152,0,4,1,1,6
129,18,0.139534884,0,4,1,1,6
125,23,0.184,0,4,1,1,6
129,13,0.100775194,0,4,1,1,6
121,13,0.107438017,0,4,1,1,6
118,15,0.127118644,0,4,1,1,6
124,22,0.177419355,0,4,1,1,6
124,24,0.193548387,0,4,1,1,6
126,28,0.222222222,0,4,1,1,6
124,1,0.008064516,0,4,1,1,6
123,17,0.138211382,0,4,1,1,6
124,12,0.096774194,0,4,1,1,6
128,15,0.1171875,0,4,1,1,6
125,13,0.104,0,4,1,1,6
116,10,0.086206897,0,4,1,1,6
127,15,0.118110236,0,4,1,1,6
125,14,0.112,0,4,1,1,6
126,11,0.087301587,0,4,1,1,6
134,29,0.21641791,0,4,1,1,6
120,12,0.1,0,4,1,1,6
126,13,0.103174603,0,4,1,1,6
125,10,0.08,0,4,1,1,6
124,17,0.137096774,0,4,1,1,6
128,12,0.09375,0,4,1,1,6
129,18,0.139534884,0,4,1,1,6
123,18,0.146341463,0,4,1,1,6
121,11,0.090909091,0,4,1,1,6
133,16,0.120300752,0,4,1,1,6
131,21,0.160305344,0,4,1,1,6
127,13,0.102362205,0,4,1,1,6
129,14,0.108527132,0,4,1,1,6
125,20,0.16,0,4,1,1,6
126,14,0.111111111,0,4,1,1,6
119,14,0.117647059,0,4,1,1,6
125,10,0.08,0,4,1,1,6
130,19,0.146153846,0,4,1,1,6
125,23,0.184,0,4,1,1,6
129,16,0.124031008,0,4,1,1,6
126,15,0.119047619,0,4,1,1,6
127,19,0.149606299,0,4,1,1,6
123,18,0.146341463,0,4,1,1,6
127,12,0.094488189,0,4,1,1,6
127,31,0.244094488,0,4,1,1,6
119,13,0.109243697,0,4,1,1,6
129,15,0.11627907,0,4,1,1,6
121,12,0.099173554,0,4,1,1,6
128,19,0.1484375,0,4,1,1,6
129,9,0.069767442,0,4,1,1,6
127,17,0.133858268,0,4,1,1,6
120,9,0.075,0,4,1,1,6
128,20,0.15625,0,4,1,1,6
129,13,0.100775194,0,4,1,1,6
122,19,0.155737705,0,4,1,1,6
122,23,0.18852459,0,4,1,1,6
127,17,0.133858268,0,4,1,1,6
129,5,0.03875969,0,4,1,1,6
131,16,0.122137405,0,4,1,1,6
128,29,0.2265625,0,4,1,1,6
125,13,0.104,0,4,1,1,6
129,21,0.162790698,0,4,1,1,6
125,30,0.24,0,4,1,1,6
124,13,0.10483871,0,4,1,1,6
118,15,0.127118644,0,4,1,1,6
132,27,0.204545455,0,4,1,1,6
131,10,0.076335878,0,4,1,1,6
130,8,0.061538462,0,4,1,1,6
127,17,0.133858268,0,4,1,1,6
127,17,0.133858268,0,4,1,1,6
124,21,0.169354839,0,4,1,1,6
129,8,0.062015504,0,4,1,1,6
123,14,0.113821138,0,4,1,1,6
121,13,0.107438017,0,4,1,1,6
124,13,0.10483871,0,4,1,1,6
125,18,0.144,0,4,1,1,6
129,15,0.11627907,0,4,1,1,6
126,15,0.119047619,0,4,1,1,6
125,8,0.064,0,4,1,1,6
124,12,0.096774194,0,4,1,1,6
127,15,0.118110236,0,4,1,1,6
127,14,0.11023622,0,4,1,1,6
122,15,0.12295082,0,4,1,1,6
131,16,0.122137405,0,4,1,1,6
122,11,0.090163934,0,4,1,1,6
126,16,0.126984127,0,4,1,1,6
127,30,0.236220472,0,4,1,1,6
127,0,0,0,4,1,1,6
125,13,0.104,0,4,1,1,6
126,21,0.166666667,0,4,1,1,6
124,14,0.112903226,0,4,1,1,6
130,30,0.230769231,0,4,1,1,6
132,11,0.083333333,0,4,1,1,6
127,12,0.094488189,0,4,1,1,6
129,20,0.15503876,0,4,1,1,6
125,16,0.128,0,4,1,1,6
127,16,0.125984252,0,4,1,1,6
123,16,0.130081301,0,4,1,1,6
132,13,0.098484848,0,4,1,1,6
126,15,0.119047619,0,4,1,1,6
129,15,0.11627907,0,4,1,1,6
127,28,0.220472441,0,4,1,1,6
128,16,0.125,0,4,1,1,6
126,17,0.134920635,0,4,1,1,6
129,27,0.209302326,0,4,1,1,6
126,46,0.365079365,0,4,1,1,6
129,11,0.085271318,0,4,1,1,6
122,20,0.163934426,0,4,1,1,6
125,13,0.104,0,4,1,1,6
128,9,0.0703125,0,4,1,1,6
123,18,0.146341463,0,4,1,1,6
130,10,0.076923077,0,4,1,1,6
125,15,0.12,0,4,1,1,6
123,23,0.18699187,0,4,1,1,6
122,14,0.114754098,0,4,1,1,6
