Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
126,21,0.166666667,0,3,2,0,2
127,38,0.299212598,0,3,2,0,2
127,17,0.133858268,0,3,2,0,2
125,15,0.12,0,3,2,0,2
122,24,0.196721311,0,3,2,0,2
124,37,0.298387097,0,3,2,0,2
126,29,0.23015873,0,3,2,0,2
125,27,0.216,0,3,2,0,2
130,32,0.246153846,0,3,2,0,2
126,24,0.19047619,0,3,2,0,2
130,40,0.307692308,0,3,2,0,2
122,25,0.204918033,0,3,2,0,2
127,25,0.196850394,0,3,2,0,2
126,43,0.341269841,0,3,2,0,2
126,47,0.373015873,0,3,2,0,2
124,16,0.129032258,0,3,2,0,2
125,13,0.104,0,3,2,0,2
129,27,0.209302326,0,3,2,0,2
122,22,0.180327869,0,3,2,0,2
120,14,0.116666667,0,3,2,0,2
124,20,0.161290323,0,3,2,0,2
131,22,0.167938931,0,3,2,0,2
123,18,0.146341463,0,3,2,0,2
121,31,0.256198347,0,3,2,0,2
128,30,0.234375,0,3,2,0,2
127,23,0.181102362,0,3,2,0,2
124,21,0.169354839,0,3,2,0,2
126,17,0.134920635,0,3,2,0,2
130,41,0.315384615,0,3,2,0,2
128,28,0.21875,0,3,2,0,2
128,25,0.1953125,0,3,2,0,2
124,25,0.201612903,0,3,2,0,2
121,14,0.115702479,0,3,2,0,2
130,23,0.176923077,0,3,2,0,2
131,42,0.320610687,0,3,2,0,2
125,41,0.328,0,3,2,0,2
122,18,0.147540984,0,3,2,0,2
124,31,0.25,0,3,2,0,2
122,7,0.057377049,0,3,2,0,2
129,28,0.217054264,0,3,2,0,2
127,28,0.220472441,0,3,2,0,2
121,13,0.107438017,0,3,2,0,2
119,16,0.134453782,0,3,2,0,2
122,31,0.254098361,0,3,2,0,2
122,24,0.196721311,0,3,2,0,2
130,24,0.184615385,0,3,2,0,2
128,24,0.1875,0,3,2,0,2
132,44,0.333333333,0,3,2,0,2
127,10,0.078740157,0,3,2,0,2
127,19,0.149606299,0,3,2,0,2
130,11,0.084615385,0,3,2,0,2
127,19,0.149606299,0,3,2,0,2
122,32,0.262295082,0,3,2,0,2
126,25,0.198412698,0,3,2,0,2
125,19,0.152,0,3,2,0,2
128,24,0.1875,0,3,2,0,2
132,26,0.196969697,0,3,2,0,2
131,26,0.198473282,0,3,2,0,2
129,20,0.15503876,0,3,2,0,2
125,35,0.28,0,3,2,0,2
124,34,0.274193548,0,3,2,0,2
126,19,0.150793651,0,3,2,0,2
133,27,0.203007519,0,3,2,0,2
128,20,0.15625,0,3,2,0,2
128,29,0.2265625,0,3,2,0,2
123,4,0.032520325,0,3,2,0,2
120,15,0.125,0,3,2,0,2
130,14,0.107692308,0,3,2,0,2
130,39,0.3,0,3,2,0,2
124,37,0.298387097,0,3,2,0,2
123,28,0.227642276,0,3,2,0,2
130,22,0.169230769,0,3,2,0,2
123,47,0.382113821,0,3,2,0,2
130,17,0.130769231,0,3,2,0,2
130,23,0.176923077,0,3,2,0,2
127,30,0.236220472,0,3,2,0,2
120,21,0.175,0,3,2,0,2
125,24,0.192,0,3,2,0,2
125,21,0.168,0,3,2,0,2
132,17,0.128787879,0,3,2,0,2
125,11,0.088,0,3,2,0,2
126,4,0.031746032,0,3,2,0,2
120,30,0.25,0,3,2,0,2
124,35,0.282258065,0,3,2,0,2
126,35,0.277777778,0,3,2,0,2
130,38,0.292307692,0,3,2,0,2
127,18,0.141732283,0,3,2,0,2
129,21,0.162790698,0,3,2,0,2
124,29,0.233870968,0,3,2,0,2
128,8,0.0625,0,3,2,0,2
125,23,0.184,0,3,2,0,2
126,26,0.206349206,0,3,2,0,2
124,5,0.040322581,0,3,2,0,2
127,16,0.125984252,0,3,2,0,2
129,35,0.271317829,0,3,2,0,2
127,41,0.322834646,0,3,2,0,2
122,39,0.319672131,0,3,2,0,2
125,55,0.44,0,3,2,0,2
119,22,0.18487395,0,3,2,0,2
122,16,0.131147541,0,3,2,0,2
129,34,0.263565891,0,3,2,0,2
126,34,0.26984127,0,3,2,0,2
122,30,0.245901639,0,3,2,0,2
131,26,0.198473282,0,3,2,0,2
126,32,0.253968254,0,3,2,0,2
121,19,0.157024793,0,3,2,0,2
123,15,0.12195122,0,3,2,0,2
123,33,0.268292683,0,3,2,0,2
130,26,0.2,0,3,2,0,2
120,19,0.158333333,0,3,2,0,2
126,20,0.158730159,0,3,2,0,2
122,31,0.254098361,0,3,2,0,2
124,28,0.225806452,0,3,2,0,2
134,27,0.201492537,0,3,2,0,2
129,46,0.356589147,0,3,2,0,2
125,18,0.144,0,3,2,0,2
130,40,0.307692308,0,3,2,0,2
126,30,0.238095238,0,3,2,0,2
124,45,0.362903226,0,3,2,0,2
122,25,0.204918033,0,3,2,0,2
129,21,0.162790698,0,3,2,0,2
120,15,0.125,0,3,2,0,2
121,17,0.140495868,0,3,2,0,2
129,9,0.069767442,0,3,2,0,2
123,38,0.308943089,0,3,2,0,2
126,32,0.253968254,0,3,2,0,2
123,16,0.130081301,0,3,2,0,2
