Total_Students,Casualties,Casualty_Rate,Straight ,NumberOfExits,WidthOfExits,Obstacles,WidthOfHallway
129,7,0.054263566,1,2,2,1,6
119,24,0.201680672,1,2,2,1,6
123,26,0.211382114,1,2,2,1,6
129,30,0.23255814,1,2,2,1,6
124,36,0.290322581,1,2,2,1,6
121,23,0.190082645,1,2,2,1,6
119,25,0.210084034,1,2,2,1,6
126,32,0.253968254,1,2,2,1,6
124,30,0.241935484,1,2,2,1,6
127,42,0.330708661,1,2,2,1,6
124,39,0.314516129,1,2,2,1,6
128,44,0.34375,1,2,2,1,6
122,24,0.196721311,1,2,2,1,6
127,33,0.25984252,1,2,2,1,6
121,28,0.231404959,1,2,2,1,6
123,27,0.219512195,1,2,2,1,6
124,39,0.314516129,1,2,2,1,6
126,22,0.174603175,1,2,2,1,6
127,25,0.196850394,1,2,2,1,6
123,23,0.18699187,1,2,2,1,6
125,35,0.28,1,2,2,1,6
121,25,0.20661157,1,2,2,1,6
123,44,0.357723577,1,2,2,1,6
128,33,0.2578125,1,2,2,1,6
125,28,0.224,1,2,2,1,6
132,31,0.234848485,1,2,2,1,6
124,13,0.10483871,1,2,2,1,6
123,4,0.032520325,1,2,2,1,6
124,26,0.209677419,1,2,2,1,6
127,47,0.37007874,1,2,2,1,6
126,28,0.222222222,1,2,2,1,6
131,45,0.34351145,1,2,2,1,6
129,35,0.271317829,1,2,2,1,6
125,35,0.28,1,2,2,1,6
125,22,0.176,1,2,2,1,6
127,17,0.133858268,1,2,2,1,6
126,29,0.23015873,1,2,2,1,6
124,30,0.241935484,1,2,2,1,6
123,40,0.325203252,1,2,2,1,6
124,44,0.35483871,1,2,2,1,6
125,33,0.264,1,2,2,1,6
128,23,0.1796875,1,2,2,1,6
124,8,0.064516129,1,2,2,1,6
131,49,0.374045802,1,2,2,1,6
123,38,0.308943089,1,2,2,1,6
128,50,0.390625,1,2,2,1,6
125,23,0.184,1,2,2,1,6
126,18,0.142857143,1,2,2,1,6
124,29,0.233870968,1,2,2,1,6
126,21,0.166666667,1,2,2,1,6
125,45,0.36,1,2,2,1,6
129,31,0.240310078,1,2,2,1,6
124,44,0.35483871,1,2,2,1,6
123,22,0.178861789,1,2,2,1,6
125,20,0.16,1,2,2,1,6
124,38,0.306451613,1,2,2,1,6
132,37,0.28030303,1,2,2,1,6
120,25,0.208333333,1,2,2,1,6
122,34,0.278688525,1,2,2,1,6
125,46,0.368,1,2,2,1,6
125,34,0.272,1,2,2,1,6
124,30,0.241935484,1,2,2,1,6
